//ROT Area Links Table
SRC_AREA  SRC_NWSE  TARGET_ARE  ENTRY_NAME  TRV_TIME  DEF_ENTRY  ENC1     ENC2     ENC3     ENC4     ENC5     ENC_PROB
RR3400    W         AR0020      ExitNE      4         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3450    W         AR0020      ExitNE      5         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RR3900    W         AR0020      ExitNE      12        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RR3950    W         AR0020      ExitNE      10        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RA4200    W         AR0020      ExitNE      12        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RA4300    E         AR0020      EXITSW      0         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RA4500    N         AR0020      ExitNE      9         1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RA4700    N         AR0020      ExitNE      12        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RA4900    S         AR0020      ExitNE      5         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RA5700    N         AR0020      ExitNE      10        1          AR0043   AR0044   AR0045   AR0042   AR0043   20

AR1100    S         RR3100      ExitNE       5        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR1100    S         RR3200      ExitSE       6        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
AR1100    N         RR3300      EXITE       12        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
AR1100    W         RR3900      EXITN        5        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
AR1100    W         RR3950      EXITN        3        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
AR1100    E         RA4200      EXITW        5        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3100    N         AR1100      ExitSE       5        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RR3200    N         AR1100      ExitSE       6        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RR3300    S         AR1100      ExitSE      12        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RR3900    E         AR1100      ExitSE       5        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3950    E         AR1100      ExitSE       3        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RA4200    W         AR1100      ExitSE       5        1          AR0043   AR0044   AR0045   AR0042   AR0043   20

AR1200    N         RR3900      EXITNE      5         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3900    S         AR1200      EXITW       5         1          AR0043   AR0044   AR0045   AR0042   AR0043   20

AR1300    N         RR3300      EXITE       16        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR1300    N         RR3400      EXITS       4         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
AR1300    N         RR3450      ExitSE      2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20
AR1300    N         RA4900      ExitS       5         4          N        N        N        N        N        0
RR3300    S         AR1300      ExitSE      16        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RR3400    S         AR1300      ExitSE      4         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3450    S         AR1300      ExitSE      2         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RA4900    S         AR1300      N           2         1          N        N        N        N        N        0


AR1304    N         RR3300      EXITE       16        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR1304    N         RR3400      EXITS       4         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
AR1304    N         RR3450      ExitSE      2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20
AR1304    N         RA4900      ExitS       5         4          N        N        N        N        N        0
RR3300    S         AR1304      ExitSE      16        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RR3400    S         AR1304      ExitSE      4         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3450    S         AR1304      ExitSE      2         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RA4900    S         AR1304      N           2         1          N        N        N        N        N        0


AR1900    S         RR3100      ExitNE       4        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR1900    W         RR3200      ExitSE       6        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
AR1900    S         RA4700      EXITN        8        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RR3100    N         AR1900      EXITW        4        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RR3200    E         AR1900      EXITW        6        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RA4700    N         AR1900      EXITW        8        1          AR0043   AR0044   AR0045   AR0042   AR0043   20

AR3000    N         RR3100      EXITNE      10        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR3000    N         RR3200      ExitSE       6        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
AR3000    N         RR3300      EXITE       26        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
AR3000    N         RR3400      EXITS        9        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR3000    N         RR3450      ExitSE      10        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
AR3000    N         RR3900      EXITNE      12        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
AR3000    N         RR3950      EXITN       12        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
AR3000    N         RA4200      EXITW       14        1          AR0042   AR0043   AR0044   AR0045   AR0042   25
AR3000    N         RA4700      EXITN        6        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
AR3000    N         RA4900      EXITS       10        1          AR0044   AR0045   AR0042   AR0043   AR0044   20
AR3000    N         RA5700      EXITS        8        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RR3100    W         AR3000      ExitSW      10        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RR3200    W         AR3000      ExitSW       6        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RR3300    S         AR3000      ExitSW      26        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RR3400    S         AR3000      ExitSW       9        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RR3450    S         AR3000      ExitSW      10        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RR3900    S         AR3000      ExitSW      12        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RR3950    S         AR3000      ExitSW      12        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RA4200    W         AR3000      ExitSW      14        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RA4700    W         AR3000      ExitSW       6        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RA4900    S         AR3000      ExitSW      10        1          AR0043   AR0042   AR0043   AR0044   AR0045   60
RA5700    W         AR3000      ExitSW       8        1          AR0043   AR0042   AR0043   AR0044   AR0045   60

RR0044    E         RR3400      EXITS       2         1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RR3100    N         RR3900      EXITNE       6        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RR3100    E         RA4500      EXITS       1         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3100    E         RA5700      EXITS       3         1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RR3200    W         RA4700      EXITN       2         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RR3200    E         RA5700      EXITS       2         1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RR3300    E         RA4200      EXITW        8        1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RR3400    W         RR0044      N           2         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3400    S         RR3450      ExitSE      1         1          AR0042   AR0043   AR0044   AR0045   AR0042   25
RR3400    W         RA4900      EXITS       1         1          AR0043   AR0044   AR0045   AR0042   AR0043   20

RR3450    N         RR3400      EXITS       1         1          AR0042   AR0043   AR0044   AR0045   AR0042   25

RR3900    S         RR3100      ExitNE      6        1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RR3900    N         RR3950      EXITN       2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RR3900    N         RA4200      EXITW       2         1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RR3950    S         RR3900      EXITNE      2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RR3950    E         RA4200      EXITW       2         1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RA4200    W         RR3300      EXITE       8        1          AR0045   AR0042   AR0043   AR0044   AR0045   25
RA4200    S         RR3900      EXITNE      2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20
RR4200    E         RA3950      EXITW       2         1          AR0045   AR0042   AR0043   AR0044   AR0045   25

RA4500    W         RR3100      EXITSE      1         1          AR0042   AR0043   AR0044   AR0045   AR0042   25

RA4700    E         RR3200      ExitSE      2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20

RA4900    E         RR3400      EXITS       1         1          AR0042   AR0043   AR0044   AR0045   AR0042   25

RA5700    W         RR3100      ExitSE      3         1          AR0043   AR0044   AR0045   AR0042   AR0043   20
RA5700    W         RR3200      ExitSE      2         1          AR0044   AR0045   AR0042   AR0043   AR0044   20


//Icewind Dale Travel Links
RA5100    N         RA5400      EXIT5401    2         4          N        N        N        N        N        0
RA5400    N         RA5100      EXIT5400    2         7          N        N        N        N        N        0
RA5400    N         RA5401      EXIT5400    1         1          N        N        N        N        N        0
RA5400    W         RA5600      EXIT5400    1         4          N        N        N        N        N        0
RA5401    S         RA5400      EXIT5100    1         4          N        N        N        N        N        0
RA5600    E         RA5400      EXIT5600    1         4          N        N        N        N        N        0
RA5600    S         RA5601      EXIT5600    1         2          N        N        N        N        N        0
RA5601    N         RA5600      EXIT5601    1         4          N        N        N        N        N        0

